Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%),Cluster,Cluster_Selected,PCA1,PCA2
593,50.0,50.0,50.0,50.0,3,0.0,0.0,54,576,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
672,50.0,50.0,50.0,50.0,3,0.0,0.0,608,339,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
665,50.0,50.0,50.0,50.0,3,0.0,0.0,136,680,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
662,50.0,50.0,50.0,50.0,3,0.0,0.0,720,450,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
660,50.0,50.0,50.0,50.0,3,0.0,0.0,149,683,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
573,50.0,50.0,50.0,50.0,3,0.0,0.0,98,623,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
568,50.0,50.0,50.0,50.0,3,0.0,0.0,52,575,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
566,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
563,50.0,50.0,50.0,50.0,3,0.0,0.0,655,409,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
554,50.0,50.0,50.0,50.0,3,0.0,0.0,1,557,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
551,50.0,50.0,50.0,50.0,3,0.0,0.0,35,573,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
549,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
545,50.0,50.0,50.0,50.0,3,0.0,0.0,415,171,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
541,50.0,50.0,50.0,50.0,3,0.0,0.0,515,279,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
532,50.0,50.0,50.0,50.0,3,0.0,0.0,323,114,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
530,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
528,50.0,50.0,50.0,50.0,3,0.0,0.0,709,446,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
525,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
524,50.0,50.0,50.0,50.0,3,0.0,0.0,184,736,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
588,50.0,50.0,50.0,50.0,3,0.0,0.0,515,279,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
584,50.0,50.0,50.0,50.0,3,0.0,0.0,251,814,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
582,50.0,50.0,50.0,50.0,3,0.0,0.0,124,662,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
580,50.0,50.0,50.0,50.0,3,0.0,0.0,438,54,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
571,50.0,50.0,50.0,50.0,3,0.0,0.0,781,509,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
538,50.0,50.0,50.0,50.0,3,0.0,0.0,251,814,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
515,50.0,50.0,50.0,50.0,3,0.0,0.0,109,652,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
499,50.0,50.0,50.0,50.0,3,0.0,0.0,288,1,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
496,50.0,50.0,50.0,50.0,3,0.0,0.0,35,573,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
487,50.0,50.0,50.0,50.0,3,0.0,0.0,68,595,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
484,50.0,50.0,50.0,50.0,3,0.0,0.0,100,627,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
479,50.0,50.0,50.0,50.0,3,0.0,0.0,366,143,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
477,50.0,50.0,50.0,50.0,3,0.0,0.0,296,90,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
470,50.0,50.0,50.0,50.0,3,0.0,0.0,433,175,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
464,50.0,50.0,50.0,50.0,3,0.0,0.0,1,557,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
462,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
460,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
458,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
451,50.0,50.0,50.0,50.0,3,0.0,0.0,621,355,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
447,50.0,50.0,50.0,50.0,3,0.0,0.0,262,75,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
445,50.0,50.0,50.0,50.0,3,0.0,0.0,338,124,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
443,50.0,50.0,50.0,50.0,3,0.0,0.0,380,151,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
513,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
506,50.0,50.0,50.0,50.0,3,0.0,0.0,655,409,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
503,50.0,50.0,50.0,50.0,3,0.0,0.0,205,764,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
501,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
494,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
466,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
418,50.0,50.0,50.0,50.0,3,0.0,0.0,672,411,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
415,50.0,50.0,50.0,50.0,3,0.0,0.0,398,164,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
414,50.0,50.0,50.0,50.0,3,0.0,0.0,582,333,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
411,50.0,50.0,50.0,50.0,3,0.0,0.0,759,498,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
410,50.0,50.0,50.0,50.0,3,0.0,0.0,415,171,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
403,50.0,50.0,50.0,50.0,3,0.0,0.0,673,389,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
402,50.0,50.0,50.0,50.0,3,0.0,0.0,262,75,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
397,50.0,50.0,50.0,50.0,3,0.0,0.0,641,373,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
395,50.0,50.0,50.0,50.0,3,0.0,0.0,389,160,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
393,50.0,50.0,50.0,50.0,3,0.0,0.0,15,646,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
385,50.0,50.0,50.0,50.0,3,0.0,0.0,582,333,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
382,50.0,50.0,50.0,50.0,3,0.0,0.0,582,333,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
379,50.0,50.0,50.0,50.0,3,0.0,0.0,262,75,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
376,50.0,50.0,50.0,50.0,3,0.0,0.0,389,160,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
373,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
432,50.0,50.0,50.0,50.0,3,0.0,0.0,262,75,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
431,50.0,50.0,50.0,50.0,3,0.0,0.0,263,76,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
428,50.0,50.0,50.0,50.0,3,0.0,0.0,515,279,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
425,50.0,50.0,50.0,50.0,3,0.0,0.0,463,191,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
421,50.0,50.0,50.0,50.0,3,0.0,0.0,64,592,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
71,50.0,50.0,50.0,50.0,3,0.0,0.0,453,188,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
69,50.0,50.0,50.0,50.0,3,0.0,0.0,35,573,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
64,50.0,50.0,50.0,50.0,3,0.0,0.0,529,285,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
58,50.0,50.0,50.0,50.0,3,0.0,0.0,582,333,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
54,50.0,50.0,50.0,50.0,3,0.0,0.0,366,143,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
46,50.0,50.0,50.0,50.0,3,0.0,0.0,59,581,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
45,50.0,50.0,50.0,50.0,3,0.0,0.0,162,713,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
41,50.0,50.0,50.0,50.0,3,0.0,0.0,35,573,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
37,50.0,50.0,50.0,50.0,3,0.0,0.0,453,188,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
34,50.0,50.0,50.0,50.0,3,0.0,0.0,515,279,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
24,50.0,50.0,50.0,50.0,3,0.0,0.0,732,462,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
20,50.0,50.0,50.0,50.0,3,0.0,0.0,644,377,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
15,50.0,50.0,50.0,50.0,3,0.0,0.0,1,557,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
10,50.0,50.0,50.0,50.0,3,0.0,0.0,131,667,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
6,50.0,50.0,50.0,50.0,3,0.0,0.0,283,81,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
1,50.0,50.0,50.0,50.0,3,0.0,0.0,74,608,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
91,50.0,50.0,50.0,50.0,3,0.0,0.0,262,75,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
87,50.0,50.0,50.0,50.0,3,0.0,0.0,506,73,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
83,50.0,50.0,50.0,50.0,3,0.0,0.0,184,736,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
81,50.0,50.0,50.0,50.0,3,0.0,0.0,471,63,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
67,50.0,50.0,50.0,50.0,3,0.0,0.0,158,702,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
31,50.0,50.0,50.0,50.0,3,0.0,0.0,412,50,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
344,50.0,50.0,50.0,50.0,3,0.0,0.0,415,171,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
337,50.0,50.0,50.0,50.0,4,0.0,0.0,0,0,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
334,50.0,50.0,50.0,50.0,3,0.0,0.0,220,782,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
331,50.0,50.0,50.0,50.0,3,0.0,0.0,686,393,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
325,50.0,50.0,50.0,50.0,3,0.0,0.0,219,778,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
319,50.0,50.0,50.0,50.0,3,0.0,0.0,156,701,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
315,50.0,50.0,50.0,50.0,3,0.0,0.0,774,501,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
312,50.0,50.0,50.0,50.0,3,0.0,0.0,323,114,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
308,50.0,50.0,50.0,50.0,3,0.0,0.0,635,270,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
298,50.0,50.0,50.0,50.0,3,0.0,0.0,320,18,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
294,50.0,50.0,50.0,50.0,3,0.0,0.0,59,581,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
292,50.0,50.0,50.0,50.0,3,0.0,0.0,705,398,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
287,50.0,50.0,50.0,50.0,3,0.0,0.0,628,361,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
367,50.0,50.0,50.0,50.0,3,0.0,0.0,539,242,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
358,50.0,50.0,50.0,50.0,3,0.0,0.0,607,265,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
356,50.0,50.0,50.0,50.0,3,0.0,0.0,432,226,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
350,50.0,50.0,50.0,50.0,3,0.0,0.0,720,450,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
342,50.0,50.0,50.0,50.0,3,0.0,0.0,10,567,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
320,50.0,50.0,50.0,50.0,3,0.0,0.0,124,662,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
257,50.0,50.0,50.0,50.0,3,0.0,0.0,16,647,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
255,50.0,50.0,50.0,50.0,3,0.0,0.0,701,397,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
250,50.0,51.0,50.0,50.0,3,0.0,0.0,151,684,1.0,0.0,0,5,0,-1.054010753426924,-0.28243417715692853
247,50.0,50.0,50.0,50.0,3,0.0,0.0,781,509,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
244,50.0,50.0,50.0,50.0,3,0.0,0.0,203,759,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
236,50.0,50.0,50.0,50.0,3,0.0,0.0,237,800,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
233,50.0,50.0,50.0,50.0,3,0.0,0.0,541,297,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
229,50.0,50.0,50.0,50.0,3,0.0,0.0,759,498,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
225,50.0,50.0,50.0,50.0,3,0.0,0.0,417,173,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
212,50.0,50.0,50.0,50.0,3,0.0,0.0,462,62,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
210,50.0,50.0,50.0,50.0,3,0.0,0.0,516,280,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
205,50.0,50.0,50.0,50.0,3,0.0,0.0,199,741,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
201,50.0,50.0,50.0,50.0,3,0.0,0.0,584,348,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
196,50.0,50.0,50.0,50.0,3,0.0,0.0,269,97,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
279,50.0,50.0,50.0,50.0,3,0.0,0.0,274,102,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
277,50.0,50.0,50.0,50.0,3,0.0,0.0,600,384,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
273,50.0,50.0,50.0,50.0,3,0.0,0.0,585,349,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
269,50.0,50.0,50.0,50.0,3,0.0,0.0,22,709,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
268,50.0,50.0,50.0,50.0,3,0.0,0.0,50,602,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
190,50.0,50.0,50.0,50.0,3,0.0,0.0,499,69,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
166,50.0,50.0,50.0,50.0,3,0.0,0.0,275,103,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
163,51.0,51.0,50.0,50.0,1,1.0,1.96,630,363,-5.551115123125783e-17,0.0,0,2,2,-0.17349162756913222,2.5291093625242165
157,51.0,51.0,50.0,51.0,3,0.0,0.0,778,505,-5.551115123125783e-17,0.0,0,0,0,-1.4179670860716507,-0.2353550634317599
140,50.0,51.0,50.0,50.0,3,0.0,0.0,776,503,1.0,0.0,0,5,0,-1.054010753426924,-0.28243417715692853
134,50.0,51.0,50.0,50.0,3,0.0,0.0,81,619,1.0,0.0,0,5,0,-1.054010753426924,-0.28243417715692853
123,50.0,51.0,50.0,50.0,3,0.0,0.0,572,328,1.0,0.0,0,5,0,-1.054010753426924,-0.28243417715692853
121,50.0,52.0,50.0,50.0,3,0.0,0.0,437,179,2.0,0.0,0,5,0,-0.5897288963545382,-0.3787278368750197
117,50.0,52.0,50.0,50.0,3,0.0,0.0,63,587,2.0,0.0,0,5,0,-0.5897288963545382,-0.3787278368750197
112,50.0,50.0,50.0,50.0,3,0.0,0.0,660,418,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
109,50.0,50.0,50.0,50.0,3,0.0,0.0,711,447,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
102,50.0,50.0,50.0,50.0,3,0.0,0.0,565,253,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
99,50.0,50.0,50.0,50.0,3,0.0,0.0,460,61,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
186,50.0,50.0,50.0,50.0,3,0.0,0.0,270,98,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
181,50.0,50.0,50.0,50.0,3,0.0,0.0,282,159,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
177,50.0,50.0,50.0,50.0,3,0.0,0.0,594,370,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
169,50.0,50.0,50.0,50.0,3,0.0,0.0,580,262,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
159,50.0,50.0,50.0,50.0,3,0.0,0.0,280,141,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
130,50.0,50.0,50.0,50.0,3,0.0,0.0,794,489,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
94,50.0,51.0,50.0,50.0,3,0.0,0.0,284,82,1.0,0.0,0,5,0,-1.054010753426924,-0.28243417715692853
984,51.0,51.0,50.0,50.0,1,1.0,1.96,364,38,-5.551115123125783e-17,0.0,0,2,2,-0.17349162756913222,2.5291093625242165
979,52.0,52.0,50.0,51.0,0,1.0,1.92,470,64,-5.551115123125783e-17,0.0,0,2,2,-0.08702587761426914,2.445798208857166
974,52.0,53.0,52.0,52.0,3,0.0,0.0,363,43,1.0,0.0,0,5,0,-0.7838790117002031,-0.41787805891114144
970,52.0,53.0,52.0,52.0,3,0.0,0.0,129,678,1.0,0.0,0,5,0,-0.7838790117002031,-0.41787805891114144
960,52.0,53.0,52.0,52.0,3,0.0,0.0,204,775,1.0,0.0,0,5,0,-0.7838790117002031,-0.41787805891114144
955,53.0,54.0,52.0,52.0,0,1.0,1.88,135,698,1.0,0.0,0,2,2,0.5332024222843823,2.2291786057036567
951,54.0,54.0,52.0,53.0,0,1.0,1.85,217,792,-5.551115123125783e-17,0.0,0,2,2,0.15885125878505868,2.2506852636732297
933,53.0,54.0,53.0,53.0,3,0.0,0.0,548,321,1.0,0.0,0,5,0,-0.6488131408368429,-0.4855999997882479
1014,53.0,54.0,52.0,52.0,0,1.0,1.88,244,817,1.0,0.0,0,2,2,0.5332024222843823,2.2291786057036567
1003,54.0,55.0,52.0,53.0,0,1.0,1.85,295,14,1.0,0.0,0,2,2,0.6231331158574444,2.1543916039551383
894,50.0,50.0,50.0,50.0,3,0.0,0.0,691,396,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
890,50.0,50.0,50.0,50.0,3,0.0,0.0,267,80,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
887,50.0,50.0,50.0,50.0,3,0.0,0.0,353,33,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
880,50.0,50.0,50.0,50.0,3,0.0,0.0,529,285,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
877,50.0,50.0,50.0,50.0,3,0.0,0.0,3,559,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
874,50.0,50.0,50.0,50.0,3,0.0,0.0,697,437,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
867,50.0,50.0,50.0,50.0,3,0.0,0.0,389,160,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
861,50.0,50.0,50.0,50.0,3,0.0,0.0,52,575,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
857,50.0,50.0,50.0,50.0,3,0.0,0.0,559,250,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
849,50.0,50.0,50.0,50.0,3,0.0,0.0,501,228,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
846,50.0,50.0,50.0,50.0,3,0.0,0.0,655,409,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
923,50.0,50.0,50.0,50.0,3,0.0,0.0,100,627,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
920,50.0,50.0,50.0,50.0,3,0.0,0.0,780,484,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
916,50.0,50.0,50.0,50.0,3,0.0,0.0,741,469,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
913,50.0,50.0,50.0,50.0,3,0.0,0.0,237,800,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
910,50.0,50.0,50.0,50.0,3,0.0,0.0,692,434,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
871,50.0,50.0,50.0,50.0,3,0.0,0.0,505,72,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
839,50.0,50.0,50.0,50.0,3,0.0,0.0,676,420,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
818,50.0,50.0,50.0,50.0,3,0.0,0.0,352,31,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
814,50.0,50.0,50.0,50.0,3,0.0,0.0,798,532,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
807,50.0,50.0,50.0,50.0,3,0.0,0.0,635,270,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
801,50.0,50.0,50.0,50.0,3,0.0,0.0,808,544,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
798,50.0,50.0,50.0,50.0,3,0.0,0.0,175,716,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
794,50.0,50.0,50.0,50.0,3,0.0,0.0,487,67,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
790,50.0,50.0,50.0,50.0,3,0.0,0.0,729,459,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
786,50.0,50.0,50.0,50.0,3,0.0,0.0,216,774,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
777,50.0,50.0,50.0,50.0,3,0.0,0.0,98,623,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
775,50.0,50.0,50.0,50.0,3,0.0,0.0,822,546,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
771,50.0,50.0,50.0,50.0,3,0.0,0.0,160,705,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
766,50.0,50.0,50.0,50.0,3,0.0,0.0,739,405,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
763,50.0,50.0,50.0,50.0,3,0.0,0.0,743,406,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
756,50.0,50.0,50.0,50.0,3,0.0,0.0,538,240,-5.551115123125783e-17,0.0,0,0,0,-1.5182926104993097,-0.1861405174388373
